workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,不是,soft,apple,0.05,food,3,texture
0,是,red,watermelon,0.04,food,4,color
0,是,hard,table,0.04,furniture,5,texture
0,是,rotten,couch,0.91,furniture,6,age
0,不是,metal,potato,0.03,food,7,material
0,是,heavy,cheese,0.96,food,8,size
0,不是,good,potato,0.02,food,9,quality
0,不是,round,bed,0.02,furniture,10,shape
0,是,fresh,potato,0.94,food,11,age
0,是,long,watermelon,0.94,food,12,size
0,不是,blue,potato,0.04,food,13,color
0,不是,yellow,tomato,0.02,food,14,color
0,是,small,box,0.97,furniture,15,size
0,不是,square,box,0.06,furniture,16,shape
0,不是,brown,cheese,0.02,food,17,color
0,是,green,tomato,0.54,food,18,color
0,不是,old,cheese,0.91,food,19,age
0,不是,purple,box,0.04,furniture,20,color
0,是,plastic,bed,0.01,furniture,21,material
0,是,dry,cheese,0.91,food,22,texture
0,是,bad,apple,0.94,food,23,quality
0,是,short,couch,0.95,furniture,24,size
0,不是,new,couch,0.99,furniture,25,age
0,不是,big,potato,0.95,food,26,size
0,是,wooden,apple,0.04,food,27,material
0,不是,light,bed,0.95,furniture,28,size
1,是,bad,chair,0,furniture,3,quality
1,不是,brown,tomato,0,food,4,color
1,不是,purple,tomato,0,food,5,color
1,是,dry,potato,0,food,6,texture
1,不是,blue,potato,0,food,7,color
1,不是,small,chair,1,furniture,8,size
1,是,rotten,box,0.16,furniture,9,age
1,是,new,chair,0.83,furniture,10,age
1,不是,light,table,0.79,furniture,11,size
1,是,red,cheese,0,food,12,color
1,不是,old,cheese,0.86,food,13,age
1,是,plastic,potato,0.06,food,14,material
1,是,fresh,bed,0.85,furniture,15,age
1,是,soft,bed,0.86,furniture,16,texture
1,不是,good,potato,0.87,food,17,quality
1,是,green,cheese,0.09,food,18,color
1,不是,round,potato,0.11,food,19,shape
1,不是,heavy,cheese,0.87,food,20,size
1,是,short,tomato,0.83,food,21,size
1,不是,hard,cheese,0.85,food,22,texture
1,是,metal,potato,0.16,food,23,material
1,不是,yellow,table,0.09,furniture,24,color
1,是,wooden,tomato,0.04,food,25,material
1,是,big,couch,0.84,furniture,26,size
1,是,square,bed,0.07,furniture,27,shape
1,不是,long,watermelon,0.82,food,28,size
2,是,plastic,chair,0.96,furniture,3,material
2,不是,heavy,watermelon,0.98,food,4,size
2,不是,brown,potato,0.48,food,5,color
2,是,square,potato,0.94,food,6,shape
2,不是,fresh,couch,0.97,furniture,7,age
2,是,light,couch,0.95,furniture,8,size
2,不是,wooden,watermelon,0.92,food,9,material
2,不是,yellow,box,0.96,furniture,10,color
2,不是,purple,watermelon,0.96,food,11,color
2,不是,dry,cheese,0.94,food,12,texture
2,是,hard,box,0.96,furniture,13,texture
2,不是,short,cheese,0.36,food,14,size
2,不是,red,cheese,0.22,food,15,color
2,是,small,apple,0.96,food,16,size
2,不是,round,apple,0.97,food,17,shape
2,不是,blue,bed,0.14,furniture,18,color
2,是,big,tomato,0.93,food,19,size
2,不是,good,chair,0.13,furniture,20,quality
2,不是,old,potato,0.31,food,21,age
2,是,soft,potato,0.3,food,22,texture
2,是,long,table,0.1,furniture,23,size
2,是,new,watermelon,0.07,food,24,age
2,是,metal,couch,0.05,furniture,25,material
2,是,rotten,tomato,0.43,food,26,age
2,是,green,couch,0.12,furniture,27,color
2,是,bad,apple,0.28,food,28,quality
3,是,brown,box,0.18,furniture,3,color
3,是,red,table,0.14,furniture,4,color
3,不是,new,table,0.83,furniture,5,age
3,是,round,watermelon,0.89,food,6,shape
3,是,wooden,cheese,0.1,food,7,material
3,不是,plastic,cheese,0.08,food,8,material
3,不是,light,tomato,0.95,food,9,size
3,不是,good,table,0.96,furniture,10,quality
3,不是,fresh,table,0.5,furniture,11,age
3,是,bad,table,0.07,furniture,12,quality
3,不是,square,cheese,0.1,food,13,shape
3,是,old,table,0.83,furniture,14,age
3,是,dry,bed,0.12,furniture,15,texture
3,不是,rotten,cheese,0.8,food,16,age
3,是,long,chair,0.86,furniture,17,size
3,不是,big,bed,0.86,furniture,18,size
3,不是,heavy,tomato,0.86,food,19,size
3,不是,hard,potato,0.88,food,20,texture
3,是,soft,chair,0.88,furniture,21,texture
3,不是,green,tomato,0.15,food,22,color
3,是,blue,chair,0.16,furniture,23,color
3,不是,small,table,0.9,furniture,24,size
3,不是,yellow,couch,0.13,furniture,25,color
3,不是,purple,potato,0.1,food,26,color
3,是,short,chair,0.91,furniture,27,size
3,不是,metal,apple,0.49,food,28,material
4,不是,metal,potato,0.02,food,3,material
4,是,big,bed,0.97,furniture,4,size
4,不是,square,table,0,furniture,5,shape
4,不是,green,couch,0,furniture,6,color
4,是,brown,couch,0.02,furniture,7,color
4,是,long,watermelon,0.76,food,8,size
4,不是,old,tomato,0.85,food,9,age
4,不是,heavy,chair,0.96,furniture,10,size
4,是,new,bed,0.59,furniture,11,age
4,不是,fresh,potato,0.23,food,12,age
4,是,hard,apple,0.87,food,13,texture
4,是,red,watermelon,0.03,food,14,color
4,不是,purple,potato,0.13,food,15,color
4,不是,plastic,couch,0,furniture,16,material
4,不是,round,potato,0.81,food,17,shape
4,是,good,watermelon,0.96,food,18,quality
4,是,dry,box,0.39,furniture,19,texture
4,不是,yellow,table,0.11,furniture,20,color
4,不是,wooden,tomato,0.08,food,21,material
4,是,blue,cheese,0.07,food,22,color
4,是,light,watermelon,0.78,food,23,size
4,不是,soft,chair,0.62,furniture,24,texture
4,不是,rotten,chair,0.7,furniture,25,age
4,是,bad,cheese,0.71,food,26,quality
4,是,short,couch,0.34,furniture,27,size
4,是,small,cheese,0.72,food,28,size
5,不是,dry,apple,0.6,food,3,texture
5,是,bad,watermelon,0.7,food,4,quality
5,是,small,cheese,0.74,food,5,size
5,是,big,table,0.61,furniture,6,size
5,是,heavy,chair,0.7,furniture,7,size
5,不是,blue,tomato,0.74,food,8,color
5,是,brown,bed,0.82,furniture,9,color
5,不是,plastic,watermelon,0.39,food,10,material
5,是,light,cheese,0.62,food,11,size
5,不是,red,table,0.68,furniture,12,color
5,不是,yellow,watermelon,0.71,food,13,color
5,不是,good,bed,0.61,furniture,14,quality
5,是,metal,chair,0.65,furniture,15,material
5,不是,square,cheese,0.72,food,16,shape
5,不是,purple,apple,0.47,food,17,color
5,是,old,apple,0.59,food,18,age
5,是,hard,bed,0.68,furniture,19,texture
5,不是,round,box,0.53,furniture,20,shape
5,不是,soft,cheese,0.68,food,21,texture
5,不是,new,tomato,0.72,food,22,age
5,是,short,chair,0.43,furniture,23,size
5,不是,long,bed,0.77,furniture,24,size
5,是,wooden,potato,0.3,food,25,material
5,是,rotten,watermelon,0.66,food,26,age
