workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,是,blue,box,0.02,furniture,3,color
0,不是,round,watermelon,0.04,food,4,shape
0,是,long,chair,0.03,furniture,5,size
0,不是,metal,tomato,0.01,food,6,material
0,不是,light,apple,0.02,food,7,size
0,是,dry,potato,0.05,food,8,texture
0,不是,new,chair,0.04,furniture,9,age
0,是,short,box,0.03,furniture,10,size
0,是,red,tomato,0.03,food,11,color
0,不是,yellow,couch,0.03,furniture,12,color
0,是,heavy,bed,0.89,furniture,13,size
0,不是,square,bed,0.02,furniture,14,shape
0,是,purple,bed,0.03,furniture,15,color
0,是,rotten,box,0.04,furniture,16,age
0,是,bad,box,0.03,furniture,17,quality
0,不是,good,box,0.03,furniture,18,quality
0,是,plastic,potato,0.04,food,19,material
0,不是,fresh,bed,0.54,furniture,20,age
0,是,brown,apple,0.05,food,21,color
0,不是,hard,chair,0.33,furniture,22,texture
0,不是,small,chair,0.63,furniture,23,size
0,是,big,bed,0.72,furniture,24,size
0,不是,soft,chair,0.48,furniture,25,texture
0,不是,wooden,box,0.05,furniture,26,material
0,不是,green,cheese,0.06,food,27,color
0,是,old,watermelon,0.48,food,28,age
1,不是,round,tomato,0.44,food,3,shape
1,不是,new,box,0.66,furniture,4,age
1,不是,fresh,box,0.63,furniture,5,age
1,不是,brown,chair,0.36,furniture,6,color
1,不是,square,tomato,0.34,food,7,shape
1,是,big,cheese,0.69,food,8,size
1,是,light,tomato,0.32,food,9,size
1,不是,good,cheese,0.3,food,10,quality
1,不是,soft,table,0.61,furniture,11,texture
1,不是,short,apple,0.68,food,12,size
1,不是,purple,table,0.83,furniture,13,color
1,是,metal,potato,0.66,food,14,material
1,不是,long,couch,0.42,furniture,15,size
1,是,small,chair,0.47,furniture,16,size
1,不是,wooden,bed,0.39,furniture,17,material
1,不是,bad,apple,0.35,food,18,quality
1,是,red,cheese,0.72,food,19,color
1,是,yellow,watermelon,0.24,food,20,color
1,不是,blue,table,0.45,furniture,21,color
1,不是,old,apple,0.36,food,22,age
1,不是,heavy,cheese,0.38,food,23,size
1,是,plastic,bed,0.39,furniture,24,material
1,不是,dry,cheese,0.35,food,25,texture
1,不是,green,box,0.75,furniture,26,color
1,不是,hard,tomato,0.65,food,27,texture
1,不是,rotten,chair,0.65,furniture,28,age
2,是,fresh,box,1,furniture,3,age
2,是,rotten,cheese,0.94,food,4,age
2,是,hard,bed,1,furniture,5,texture
2,是,light,watermelon,0.9,food,6,size
2,是,old,couch,0.93,furniture,7,age
2,是,plastic,apple,1,food,8,material
2,是,bad,chair,0.83,furniture,9,quality
2,是,metal,box,0,furniture,10,material
2,是,good,chair,0.04,furniture,11,quality
2,是,purple,box,0.95,furniture,12,color
2,是,dry,tomato,1,food,13,texture
2,不是,blue,table,0.97,furniture,14,color
2,不是,brown,tomato,0,food,15,color
2,是,soft,chair,1,furniture,16,texture
2,不是,yellow,box,0.87,furniture,17,color
2,不是,round,watermelon,1,food,18,shape
2,是,short,apple,1,food,19,size
2,是,big,chair,0,furniture,20,size
2,不是,new,couch,0.89,furniture,21,age
2,不是,wooden,tomato,1,food,22,material
2,是,square,cheese,1,food,23,shape
2,是,small,box,0,furniture,24,size
2,不是,green,tomato,0,food,25,color
2,不是,red,box,0.95,furniture,26,color
2,是,heavy,box,1,furniture,27,size
2,不是,long,watermelon,0,food,28,size
3,是,red,tomato,0.98,food,3,color
3,不是,soft,apple,0.86,food,4,texture
3,是,good,apple,0,food,5,quality
3,是,yellow,chair,0.82,furniture,6,color
3,不是,dry,potato,0.09,food,7,texture
3,不是,short,watermelon,0.91,food,8,size
3,不是,bad,box,0.88,furniture,9,quality
3,不是,purple,chair,0,furniture,10,color
3,不是,new,table,1,furniture,11,age
3,不是,long,watermelon,0,food,12,size
3,是,plastic,couch,0.82,furniture,13,material
3,不是,rotten,tomato,0.2,food,14,age
3,是,blue,table,0.8,furniture,15,color
3,是,small,bed,1,furniture,16,size
3,是,brown,cheese,0.15,food,17,color
3,是,wooden,tomato,0,food,18,material
3,是,green,potato,1,food,19,color
3,是,heavy,tomato,0,food,20,size
3,是,round,bed,0.05,furniture,21,shape
3,是,light,bed,0.11,furniture,22,size
3,是,big,tomato,0.77,food,23,size
3,不是,hard,tomato,0.09,food,24,texture
3,不是,square,table,0.93,furniture,25,shape
3,不是,fresh,chair,0.13,furniture,26,age
3,是,metal,watermelon,0.09,food,27,material
3,不是,old,apple,0.85,food,28,age
4,是,heavy,tomato,0.94,food,3,size
4,不是,metal,apple,0.75,food,4,material
4,是,new,apple,0.67,food,5,age
4,不是,yellow,box,0.63,furniture,6,color
4,不是,hard,box,0.64,furniture,7,texture
4,不是,red,box,0.68,furniture,8,color
4,不是,bad,cheese,0.69,food,9,quality
4,不是,round,bed,0.68,furniture,10,shape
4,是,blue,box,0.85,furniture,11,color
4,不是,light,couch,0.67,furniture,12,size
4,是,wooden,tomato,0.7,food,13,material
4,不是,big,apple,0.73,food,14,size
4,是,green,chair,0.76,furniture,15,color
4,不是,rotten,table,0.7,furniture,16,age
4,不是,purple,apple,0.74,food,17,color
4,是,dry,tomato,0.76,food,18,texture
4,是,plastic,cheese,0.74,food,19,material
4,是,square,tomato,0.75,food,20,shape
4,是,brown,box,0.77,furniture,21,color
4,不是,soft,cheese,0.75,food,22,texture
4,是,good,couch,0.73,furniture,23,quality
4,是,small,chair,0.75,furniture,24,size
