workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,是,blue,table,0.03,furniture,3,color
0,不是,square,potato,0.02,food,4,shape
0,是,big,apple,0.98,food,5,size
0,是,purple,chair,0.06,furniture,6,color
0,不是,good,bed,0.98,furniture,7,quality
0,是,short,table,0.97,furniture,8,size
0,不是,small,tomato,0.99,food,9,size
0,是,heavy,table,0.97,furniture,10,size
0,不是,light,chair,0.96,furniture,11,size
0,是,long,chair,0.98,furniture,12,size
0,不是,red,potato,0.13,food,13,color
0,不是,metal,bed,0.14,furniture,14,material
0,不是,brown,couch,0.19,furniture,15,color
0,是,fresh,chair,0.73,furniture,16,age
0,是,plastic,watermelon,0.09,food,17,material
0,不是,bad,bed,0.14,furniture,18,quality
0,是,hard,table,0.12,furniture,19,texture
0,不是,yellow,watermelon,0.08,food,20,color
0,不是,rotten,box,0.13,furniture,21,age
0,不是,round,tomato,0.75,food,22,shape
0,不是,dry,table,0.14,furniture,23,texture
0,是,green,cheese,0.12,food,24,color
0,不是,wooden,table,0.01,furniture,25,material
0,不是,soft,tomato,0.35,food,26,texture
0,是,new,chair,0.04,furniture,27,age
0,是,old,tomato,0.33,food,28,age
1,是,purple,cheese,0.98,food,3,color
1,不是,hard,tomato,1,food,4,texture
1,是,old,tomato,1,food,5,age
1,是,plastic,apple,0.95,food,6,material
1,不是,short,couch,1,furniture,7,size
1,是,square,box,0.52,furniture,8,shape
1,不是,yellow,tomato,0,food,9,color
1,不是,blue,watermelon,0.14,food,10,color
1,是,bad,chair,0.97,furniture,11,quality
1,不是,heavy,potato,1,food,12,size
1,不是,light,apple,1,food,13,size
1,不是,rotten,chair,0.13,furniture,14,age
1,是,metal,box,0.04,furniture,15,material
1,不是,wooden,chair,0,furniture,16,material
1,是,good,tomato,0,food,17,quality
1,不是,new,chair,0,furniture,18,age
1,是,fresh,chair,0,furniture,19,age
1,是,soft,tomato,0,food,20,texture
1,是,round,bed,0,furniture,21,shape
1,是,small,potato,0,food,22,size
1,不是,big,apple,0,food,23,size
1,不是,green,cheese,0,food,24,color
1,是,dry,cheese,0,food,25,texture
1,不是,long,couch,0,furniture,26,size
1,不是,red,chair,0,furniture,27,color
1,是,brown,tomato,0,food,28,color
2,不是,long,box,0,furniture,3,size
2,是,short,potato,0,food,4,size
2,是,fresh,apple,0.04,food,5,age
2,不是,light,potato,0.02,food,6,size
2,不是,metal,tomato,0.03,food,7,material
