workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,是,heavy,couch,0.95,furniture,3,size
0,是,yellow,table,0.02,furniture,4,color
0,不是,purple,couch,0.05,furniture,5,color
0,不是,rotten,cheese,0.5,food,6,age
0,不是,bad,cheese,0.5,food,7,quality
0,是,metal,tomato,0.05,food,8,material
0,不是,new,couch,0.05,furniture,9,age
0,不是,square,apple,0.04,food,10,shape
0,是,plastic,chair,0.04,furniture,11,material
0,是,short,couch,0.96,furniture,12,size
0,是,round,couch,0.06,furniture,13,shape
0,不是,light,table,0.99,furniture,14,size
0,不是,wooden,cheese,0.02,food,15,material
0,是,small,box,0.99,furniture,16,size
0,不是,dry,table,0.04,furniture,17,texture
0,不是,old,cheese,0.05,food,18,age
0,是,blue,cheese,0.97,food,19,color
0,不是,long,chair,0.97,furniture,20,size
0,是,soft,apple,0.96,food,21,texture
0,是,fresh,apple,0.97,food,22,age
0,是,red,watermelon,0.91,food,23,color
0,不是,good,chair,0.98,furniture,24,quality
0,不是,green,table,0.95,furniture,25,color
0,是,brown,bed,0.97,furniture,26,color
0,是,big,table,0.96,furniture,27,size
0,是,hard,tomato,0.95,food,28,texture
1,是,round,watermelon,0.95,food,3,shape
1,是,fresh,potato,0.99,food,4,age
1,不是,good,bed,0.93,furniture,5,quality
1,是,purple,couch,0.94,furniture,6,color
1,是,square,tomato,0.02,food,7,shape
1,是,small,box,0.98,furniture,8,size
1,是,blue,couch,0.94,furniture,9,color
1,是,dry,couch,0.08,furniture,10,texture
1,是,brown,apple,0.66,food,11,color
1,不是,new,apple,0.17,food,12,age
1,不是,big,chair,0.7,furniture,13,size
1,是,rotten,potato,0.67,food,14,age
1,不是,green,tomato,0.97,food,15,color
1,不是,heavy,chair,0.72,furniture,16,size
1,是,short,chair,0.67,furniture,17,size
1,不是,yellow,potato,0.83,food,18,color
1,是,bad,table,0.94,furniture,19,quality
1,是,old,bed,0.78,furniture,20,age
1,不是,plastic,chair,0.95,furniture,21,material
1,是,metal,chair,0.96,furniture,22,material
1,是,hard,tomato,0.64,food,23,texture
1,是,red,apple,0.98,food,24,color
1,不是,long,box,0.76,furniture,25,size
1,是,light,table,0.95,furniture,26,size
1,是,wooden,bed,0.96,furniture,27,material
1,是,soft,watermelon,0.17,food,28,texture
2,不是,new,watermelon,0.47,food,3,age
2,不是,purple,chair,0.84,furniture,4,color
2,不是,heavy,tomato,0.7,food,5,size
2,是,plastic,box,0,furniture,6,material
2,是,bad,cheese,0.77,food,7,quality
2,不是,square,tomato,0.74,food,8,shape
2,不是,yellow,table,0.71,furniture,9,color
2,不是,light,couch,0.76,furniture,10,size
2,不是,red,tomato,0.77,food,11,color
2,不是,green,cheese,0.81,food,12,color
2,不是,fresh,chair,0.76,furniture,13,age
2,是,rotten,bed,0.57,furniture,14,age
2,是,wooden,watermelon,0,food,15,material
2,不是,hard,potato,0.83,food,16,texture
2,不是,blue,apple,0.78,food,17,color
2,是,soft,cheese,0.84,food,18,texture
2,不是,good,tomato,1,food,19,quality
2,是,big,cheese,1,food,20,size
2,是,brown,box,0.55,furniture,21,color
2,是,long,chair,0.87,furniture,22,size
2,是,small,box,0.81,furniture,23,size
2,是,dry,table,0.96,furniture,24,texture
2,不是,short,table,0.82,furniture,25,size
2,不是,old,couch,0.6,furniture,26,age
2,是,round,cheese,0.81,food,27,shape
2,不是,metal,potato,0.88,food,28,material
3,是,bad,tomato,0.5,food,3,quality
3,不是,long,cheese,0.69,food,4,size
3,是,brown,tomato,0.44,food,5,color
3,是,soft,apple,0.45,food,6,texture
3,不是,fresh,apple,0.53,food,7,age
3,不是,old,chair,0.54,furniture,8,age
3,不是,yellow,potato,0.53,food,9,color
3,不是,rotten,potato,0.5,food,10,age
3,不是,new,box,0.52,furniture,11,age
3,是,dry,couch,0.58,furniture,12,texture
3,是,metal,table,0.54,furniture,13,material
3,不是,hard,apple,0.52,food,14,texture
3,是,plastic,watermelon,0.52,food,15,material
3,不是,red,bed,0.51,furniture,16,color
3,不是,square,tomato,0.54,food,17,shape
3,不是,good,chair,0.79,furniture,18,quality
3,是,small,chair,0.37,furniture,19,size
3,不是,light,table,0.74,furniture,20,size
3,不是,purple,couch,0.44,furniture,21,color
3,是,short,cheese,0.53,food,22,size
3,是,green,chair,0.62,furniture,23,color
3,不是,big,bed,0.64,furniture,24,size
3,不是,heavy,chair,0.7,furniture,25,size
3,是,round,box,0.55,furniture,26,shape
3,是,wooden,chair,0.6,furniture,27,material
3,不是,blue,couch,0.68,furniture,28,color
4,不是,new,tomato,0.28,food,3,age
4,不是,red,chair,0.64,furniture,4,color
4,是,heavy,table,0.48,furniture,5,size
4,不是,round,box,0.72,furniture,6,shape
4,是,rotten,watermelon,0.21,food,7,age
4,是,hard,box,0.8,furniture,8,texture
4,是,plastic,box,0.43,furniture,9,material
4,不是,yellow,cheese,0.92,food,10,color
4,是,brown,bed,0.23,furniture,11,color
4,不是,small,cheese,0.78,food,12,size
4,是,bad,watermelon,0.33,food,13,quality
4,不是,metal,apple,0.74,food,14,material
4,不是,big,box,0.46,furniture,15,size
4,不是,blue,bed,0.92,furniture,16,color
4,不是,green,bed,0.27,furniture,17,color
4,不是,long,box,0.78,furniture,18,size
4,不是,light,table,0.82,furniture,19,size
4,不是,good,bed,0.68,furniture,20,quality
4,是,purple,tomato,0.25,food,21,color
4,是,short,watermelon,0.62,food,22,size
4,不是,wooden,couch,0.55,furniture,23,material
4,是,dry,watermelon,0.79,food,24,texture
4,不是,old,cheese,0.13,food,25,age
4,是,soft,apple,0.66,food,26,texture
4,不是,fresh,cheese,0.61,food,27,age
4,是,square,apple,0.79,food,28,shape
5,不是,long,apple,0.04,food,3,size
5,不是,square,table,0.97,furniture,4,shape
5,是,hard,potato,0.98,food,5,texture
5,是,big,box,0.04,furniture,6,size
5,是,rotten,table,0.06,furniture,7,age
5,是,good,apple,0.99,food,8,quality
5,是,green,watermelon,0.98,food,9,color
5,不是,small,cheese,0.99,food,10,size
5,不是,red,couch,0.97,furniture,11,color
5,是,yellow,couch,0.99,furniture,12,color
5,不是,heavy,watermelon,0.97,food,13,size
5,是,light,box,0.02,furniture,14,size
5,是,bad,cheese,0.98,food,15,quality
5,是,fresh,table,0.99,furniture,16,age
5,是,brown,potato,0.95,food,17,color
5,不是,purple,apple,0.93,food,18,color
5,是,short,box,0.02,furniture,19,size
5,是,blue,potato,0.02,food,20,color
5,是,metal,table,0.97,furniture,21,material
5,是,dry,bed,0.02,furniture,22,texture
5,不是,soft,potato,0.98,food,23,texture
5,不是,old,box,0.98,furniture,24,age
5,不是,round,tomato,0.03,food,25,shape
5,不是,wooden,apple,0.96,food,26,material
5,不是,plastic,table,0.97,furniture,27,material
5,是,new,box,0.96,furniture,28,age
6,不是,long,apple,0.45,food,3,size
6,不是,old,potato,0.38,food,4,age
6,不是,plastic,tomato,0,food,5,material
6,不是,purple,cheese,0.14,food,6,color
6,不是,rotten,potato,0.29,food,7,age
6,是,brown,watermelon,0.11,food,8,color
6,是,big,watermelon,0.78,food,9,size
6,是,square,watermelon,0.45,food,10,shape
6,不是,heavy,bed,0.65,furniture,11,size
6,不是,dry,potato,0.71,food,12,texture
6,是,soft,table,0.23,furniture,13,texture
6,是,metal,apple,0,food,14,material
6,是,blue,potato,0,food,15,color
6,不是,light,couch,0.9,furniture,16,size
6,是,small,chair,1,furniture,17,size
6,是,red,chair,1,furniture,18,color
6,不是,yellow,apple,0.22,food,19,color
6,不是,fresh,box,0.24,furniture,20,age
6,不是,wooden,chair,0.42,furniture,21,material
6,不是,round,potato,0.74,food,22,shape
6,不是,bad,box,0,furniture,23,quality
6,不是,new,couch,0.21,furniture,24,age
6,不是,short,couch,0.7,furniture,25,size
6,不是,green,chair,0,furniture,26,color
6,不是,good,watermelon,1,food,27,quality
6,是,hard,potato,0.63,food,28,texture
7,不是,blue,chair,0.61,furniture,3,color
7,是,heavy,tomato,0.74,food,4,size
7,不是,brown,chair,0.52,furniture,5,color
7,不是,plastic,cheese,0.13,food,6,material
7,不是,bad,watermelon,0.1,food,7,quality
7,不是,fresh,table,0.1,furniture,8,age
7,不是,yellow,apple,0.23,food,9,color
7,是,soft,chair,0.56,furniture,10,texture
7,是,dry,potato,0.76,food,11,texture
7,是,short,potato,0.49,food,12,size
7,不是,hard,box,0.77,furniture,13,texture
7,不是,old,tomato,0.13,food,14,age
7,是,rotten,potato,0.15,food,15,age
7,是,new,couch,0.88,furniture,16,age
7,不是,red,apple,0.2,food,17,color
7,是,long,chair,0.51,furniture,18,size
7,是,big,watermelon,0.82,food,19,size
7,是,round,potato,0.34,food,20,shape
7,是,square,cheese,0.4,food,21,shape
7,是,small,apple,0.76,food,22,size
7,是,light,watermelon,0.36,food,23,size
7,是,good,couch,0.58,furniture,24,quality
7,是,purple,bed,0.78,furniture,25,color
7,不是,wooden,potato,0.34,food,26,material
7,不是,metal,tomato,0.08,food,27,material
7,不是,green,table,0.89,furniture,28,color
8,不是,round,couch,0,furniture,3,shape
8,是,yellow,potato,1,food,4,color
8,不是,fresh,tomato,1,food,5,age
8,是,heavy,table,0,furniture,6,size
8,是,metal,apple,0,food,7,material
8,不是,square,table,0,furniture,8,shape
8,不是,blue,tomato,0,food,9,color
8,是,soft,chair,0,furniture,10,texture
8,是,brown,couch,1,furniture,11,color
8,不是,dry,apple,0,food,12,texture
8,是,small,chair,0.02,furniture,13,size
8,不是,red,couch,1,furniture,14,color
8,是,purple,box,1,furniture,15,color
8,是,bad,cheese,1,food,16,quality
8,是,old,couch,1,furniture,17,age
8,不是,light,apple,0,food,18,size
8,不是,rotten,watermelon,0,food,19,age
8,不是,long,apple,0,food,20,size
8,是,hard,apple,0,food,21,texture
8,是,green,table,1,furniture,22,color
8,是,new,apple,0,food,23,age
8,是,big,watermelon,0,food,24,size
8,不是,plastic,couch,0,furniture,25,material
8,是,short,cheese,1,food,26,size
8,不是,good,tomato,1,food,27,quality
8,是,wooden,couch,0,furniture,28,material
