workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,是,hard,chair,0.52,furniture,3,texture
0,是,light,potato,0.53,food,4,size
0,不是,green,watermelon,0.47,food,5,color
0,是,long,bed,1,furniture,6,size
0,不是,rotten,chair,0.08,furniture,7,age
0,是,wooden,watermelon,0.45,food,8,material
0,不是,purple,bed,0.42,furniture,9,color
0,不是,metal,potato,0.12,food,10,material
0,不是,bad,cheese,0.08,food,11,quality
0,是,short,chair,0.93,furniture,12,size
0,是,good,chair,0.5,furniture,13,quality
0,是,brown,potato,0.48,food,14,color
0,不是,fresh,couch,0.02,furniture,15,age
0,不是,blue,chair,0.5,furniture,16,color
0,是,old,chair,0.54,furniture,17,age
0,不是,dry,potato,0.54,food,18,texture
0,是,heavy,apple,0.07,food,19,size
0,是,new,box,0.51,furniture,20,age
0,是,round,watermelon,0.03,food,21,shape
0,是,soft,apple,0.54,food,22,texture
0,是,square,potato,0.02,food,23,shape
0,是,plastic,apple,0.08,food,24,material
0,不是,small,potato,0.5,food,25,size
0,是,yellow,table,0.53,furniture,26,color
0,是,red,box,0.47,furniture,27,color
0,不是,big,tomato,0.53,food,28,size
1,不是,long,tomato,0,food,3,size
1,不是,rotten,couch,0,furniture,4,age
1,是,hard,tomato,0.58,food,5,texture
1,不是,good,couch,1,furniture,6,quality
1,不是,small,couch,0.76,furniture,7,size
1,不是,fresh,cheese,0.05,food,8,age
1,是,wooden,apple,0,food,9,material
1,是,yellow,tomato,0,food,10,color
1,不是,heavy,box,0.76,furniture,11,size
1,不是,metal,couch,0.04,furniture,12,material
1,不是,red,box,0,furniture,13,color
1,不是,short,chair,0.68,furniture,14,size
1,不是,bad,box,0.3,furniture,15,quality
1,不是,soft,table,0.2,furniture,16,texture
1,不是,square,apple,0.11,food,17,shape
1,不是,light,table,0.32,furniture,18,size
1,不是,new,table,0.39,furniture,19,age
1,是,old,potato,0.27,food,20,age
1,是,big,watermelon,0.23,food,21,size
1,不是,blue,couch,0,furniture,22,color
1,不是,brown,potato,0.03,food,23,color
1,是,dry,couch,0.08,furniture,24,texture
1,是,purple,couch,0.02,furniture,25,color
1,是,plastic,bed,0,furniture,26,material
1,是,round,cheese,0,food,27,shape
1,不是,green,couch,0,furniture,28,color
2,是,red,table,0.95,furniture,3,color
2,不是,blue,chair,0.94,furniture,4,color
2,不是,green,watermelon,0.97,food,5,color
2,是,purple,tomato,0.96,food,6,color
2,是,good,potato,0.99,food,7,quality
2,不是,rotten,cheese,0,food,8,age
2,是,fresh,bed,0.97,furniture,9,age
2,不是,bad,table,0.08,furniture,10,quality
2,不是,short,cheese,0.06,food,11,size
2,不是,big,potato,0.94,food,12,size
2,是,plastic,potato,0.07,food,13,material
2,是,dry,potato,0.05,food,14,texture
2,不是,yellow,apple,0.05,food,15,color
2,是,round,box,0.03,furniture,16,shape
2,不是,square,watermelon,0.02,food,17,shape
2,不是,heavy,tomato,0.92,food,18,size
2,是,soft,box,0.93,furniture,19,texture
2,是,metal,chair,0.02,furniture,20,material
2,不是,light,tomato,0.95,food,21,size
2,是,long,cheese,0.98,food,22,size
2,不是,small,watermelon,0.96,food,23,size
2,不是,hard,table,0.95,furniture,24,texture
2,是,wooden,apple,0.03,food,25,material
2,不是,brown,watermelon,0.04,food,26,color
2,不是,old,table,0.92,furniture,27,age
2,不是,new,apple,0.91,food,28,age
3,不是,new,couch,0.96,furniture,3,age
3,不是,light,table,0.02,furniture,4,size
3,不是,bad,watermelon,0.98,food,5,quality
3,是,square,couch,0.05,furniture,6,shape
3,不是,yellow,cheese,0.99,food,7,color
3,是,blue,tomato,0.03,food,8,color
3,不是,red,apple,0.97,food,9,color
3,不是,dry,chair,0.05,furniture,10,texture
3,是,heavy,watermelon,0.98,food,11,size
3,不是,old,table,1,furniture,12,age
3,是,fresh,watermelon,0.01,food,13,age
3,是,round,potato,0.99,food,14,shape
3,是,wooden,table,0.99,furniture,15,material
3,是,plastic,box,0.99,furniture,16,material
3,不是,green,apple,0.02,food,17,color
3,是,soft,bed,0.98,furniture,18,texture
3,不是,small,cheese,0.98,food,19,size
3,不是,hard,bed,0,furniture,20,texture
3,是,long,chair,0.02,furniture,21,size
3,不是,big,box,0.97,furniture,22,size
3,不是,short,tomato,0,food,23,size
3,是,brown,box,0.97,furniture,24,color
3,是,metal,chair,0.03,furniture,25,material
3,是,good,tomato,1,food,26,quality
3,是,purple,couch,0.03,furniture,27,color
3,不是,rotten,table,0.03,furniture,28,age
4,不是,green,tomato,0.5,food,3,color
4,不是,plastic,apple,0.51,food,4,material
4,是,red,chair,0.52,furniture,5,color
4,不是,bad,tomato,0.55,food,6,quality
4,是,blue,bed,0.61,furniture,7,color
4,是,purple,tomato,0.5,food,8,color
4,不是,square,tomato,0.42,food,9,shape
4,是,old,bed,0.44,furniture,10,age
4,是,wooden,couch,0.44,furniture,11,material
4,是,hard,chair,0.44,furniture,12,texture
4,不是,new,bed,0.47,furniture,13,age
4,是,dry,chair,0.38,furniture,14,texture
4,是,metal,apple,0.53,food,15,material
4,是,small,bed,0.5,furniture,16,size
4,不是,big,box,0.5,furniture,17,size
4,是,short,box,0.4,furniture,18,size
4,是,soft,chair,0.32,furniture,19,texture
4,不是,long,chair,0.36,furniture,20,size
4,是,heavy,watermelon,0.45,food,21,size
4,是,light,box,0.35,furniture,22,size
4,不是,brown,tomato,0.43,food,23,color
4,不是,good,cheese,0.43,food,24,quality
4,是,round,potato,0.45,food,25,shape
4,是,yellow,watermelon,0.42,food,26,color
4,不是,fresh,potato,0.43,food,27,age
4,是,rotten,table,0.45,furniture,28,age
5,不是,fresh,table,0.98,furniture,3,age
5,是,round,watermelon,0.75,food,4,shape
5,是,red,watermelon,0.16,food,5,color
5,不是,green,table,0.04,furniture,6,color
5,不是,yellow,potato,0.1,food,7,color
5,不是,short,tomato,0.77,food,8,size
5,是,good,cheese,0.8,food,9,quality
5,不是,long,cheese,0.14,food,10,size
5,是,purple,watermelon,0,food,11,color
5,不是,brown,bed,0.12,furniture,12,color
5,是,rotten,tomato,0.84,food,13,age
5,是,new,apple,0.86,food,14,age
5,是,hard,table,0.02,furniture,15,texture
5,不是,square,chair,0.17,furniture,16,shape
5,是,dry,bed,0.23,furniture,17,texture
5,不是,wooden,potato,0.78,food,18,material
5,不是,light,box,0.86,furniture,19,size
5,不是,bad,potato,0.84,food,20,quality
5,不是,plastic,chair,0.08,furniture,21,material
5,不是,heavy,potato,0.88,food,22,size
5,是,big,potato,0.84,food,23,size
5,是,small,apple,0.84,food,24,size
5,是,soft,apple,0.82,food,25,texture
5,不是,old,potato,0.16,food,26,age
5,是,blue,potato,0.08,food,27,color
5,不是,metal,couch,0.82,furniture,28,material
6,是,big,potato,0,food,3,size
6,不是,hard,box,0.89,furniture,4,texture
6,不是,small,bed,1,furniture,5,size
6,不是,soft,watermelon,0.99,food,6,texture
6,是,rotten,couch,0,furniture,7,age
6,是,round,watermelon,0.97,food,8,shape
6,是,fresh,cheese,0.98,food,9,age
6,是,light,tomato,1,food,10,size
6,不是,metal,couch,0.99,furniture,11,material
6,是,green,watermelon,1,food,12,color
6,是,square,tomato,0,food,13,shape
6,不是,plastic,tomato,0,food,14,material
6,是,heavy,table,0.96,furniture,15,size
6,是,purple,cheese,0,food,16,color
6,不是,short,couch,0.88,furniture,17,size
6,不是,red,cheese,0,food,18,color
6,是,blue,tomato,1,food,19,color
6,不是,new,chair,1,furniture,20,age
6,是,yellow,potato,1,food,21,color
6,不是,dry,chair,0.01,furniture,22,texture
6,不是,brown,bed,1,furniture,23,color
6,是,bad,table,0.92,furniture,24,quality
6,不是,long,table,1,furniture,25,size
6,是,old,watermelon,0.94,food,26,age
6,不是,good,chair,1,furniture,27,quality
6,不是,wooden,bed,0.96,furniture,28,material
7,不是,old,cheese,0,food,3,age
7,不是,long,table,0,furniture,4,size
7,是,heavy,table,0,furniture,5,size
7,不是,round,table,1,furniture,6,shape
7,不是,small,couch,0,furniture,7,size
7,不是,green,potato,1,food,8,color
7,是,yellow,watermelon,1,food,9,color
7,不是,red,box,1,furniture,10,color
7,不是,new,cheese,1,food,11,age
7,是,big,watermelon,0.98,food,12,size
7,不是,bad,cheese,0.73,food,13,quality
7,不是,rotten,cheese,0,food,14,age
7,不是,metal,tomato,0.25,food,15,material
7,是,light,potato,0.81,food,16,size
7,是,plastic,tomato,0.12,food,17,material
7,不是,purple,cheese,0,food,18,color
7,不是,wooden,table,0,furniture,19,material
7,是,square,watermelon,0.81,food,20,shape
7,不是,soft,cheese,0.96,food,21,texture
7,是,fresh,potato,0.73,food,22,age
7,是,blue,couch,0,furniture,23,color
7,不是,dry,potato,0.86,food,24,texture
7,是,short,apple,0.81,food,25,size
7,不是,good,cheese,0.95,food,26,quality
7,是,brown,bed,0,furniture,27,color
7,不是,hard,cheese,0.73,food,28,texture
