workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,是,hard,bed,0.99,furniture,3,texture
0,是,heavy,watermelon,1,food,4,size
0,不是,light,table,1,furniture,5,size
0,是,long,chair,0.97,furniture,6,size
0,不是,old,cheese,1,food,7,age
0,不是,green,box,0.13,furniture,8,color
0,是,red,apple,0,food,9,color
0,是,soft,cheese,0.97,food,10,texture
0,不是,big,bed,0.97,furniture,11,size
0,不是,yellow,tomato,0.02,food,12,color
0,是,new,watermelon,0.94,food,13,age
0,是,good,chair,0.67,furniture,14,quality
0,不是,blue,chair,0,furniture,15,color
0,不是,fresh,box,0.97,furniture,16,age
0,是,round,bed,0,furniture,17,shape
0,不是,brown,couch,0.07,furniture,18,color
0,不是,small,bed,1,furniture,19,size
0,是,wooden,chair,0.05,furniture,20,material
0,是,square,box,0,furniture,21,shape
0,不是,metal,box,0,furniture,22,material
0,是,bad,box,0.02,furniture,23,quality
0,是,plastic,bed,0.02,furniture,24,material
0,不是,dry,tomato,0.12,food,25,texture
0,不是,purple,chair,0.02,furniture,26,color
0,不是,rotten,bed,0.12,furniture,27,age
0,是,short,bed,1,furniture,28,size
1,不是,yellow,cheese,1,food,3,color
1,不是,light,chair,0,furniture,4,size
1,是,blue,couch,0.05,furniture,5,color
1,是,fresh,couch,0,furniture,6,age
1,不是,dry,table,0,furniture,7,texture
1,不是,new,watermelon,1,food,8,age
1,是,plastic,tomato,0,food,9,material
1,不是,wooden,couch,1,furniture,10,material
1,是,square,box,0,furniture,11,shape
1,是,short,box,0,furniture,12,size
1,不是,rotten,tomato,0.97,food,13,age
1,不是,heavy,couch,1,furniture,14,size
1,是,small,watermelon,1,food,15,size
1,不是,red,apple,1,food,16,color
1,不是,hard,chair,1,furniture,17,texture
1,不是,green,watermelon,1,food,18,color
1,是,metal,tomato,0,food,19,material
1,是,old,apple,0.96,food,20,age
1,是,big,bed,0.98,furniture,21,size
1,是,soft,watermelon,0,food,22,texture
1,不是,round,apple,1,food,23,shape
1,是,brown,cheese,0.98,food,24,color
1,不是,good,couch,0.06,furniture,25,quality
1,不是,long,watermelon,1,food,26,size
1,不是,bad,watermelon,0.97,food,27,quality
1,是,purple,bed,0.94,furniture,28,color
2,是,green,potato,0.05,food,3,color
2,不是,light,cheese,1,food,4,size
2,是,new,apple,0,food,5,age
2,不是,wooden,chair,0,furniture,6,material
2,不是,small,chair,1,furniture,7,size
2,是,good,tomato,0,food,8,quality
2,是,red,couch,0,furniture,9,color
2,不是,fresh,chair,1,furniture,10,age
2,不是,metal,watermelon,0,food,11,material
2,不是,square,bed,0,furniture,12,shape
2,不是,bad,cheese,0,food,13,quality
2,不是,short,bed,1,furniture,14,size
2,不是,dry,table,0,furniture,15,texture
2,不是,brown,bed,0,furniture,16,color
2,是,heavy,tomato,1,food,17,size
2,不是,soft,tomato,0,food,18,texture
2,是,hard,box,0,furniture,19,texture
2,是,plastic,box,0,furniture,20,material
2,不是,big,couch,1,furniture,21,size
2,不是,purple,bed,0,furniture,22,color
2,是,old,chair,1,furniture,23,age
2,是,blue,watermelon,0,food,24,color
2,是,rotten,table,0,furniture,25,age
2,不是,round,apple,0,food,26,shape
2,不是,yellow,apple,0,food,27,color
2,不是,long,watermelon,1,food,28,size
3,是,wooden,box,0.47,furniture,3,material
3,是,heavy,tomato,0.72,food,4,size
3,不是,metal,bed,0.28,furniture,5,material
3,不是,long,box,0.59,furniture,6,size
3,是,red,box,0.7,furniture,7,color
3,是,rotten,tomato,0.19,food,8,age
3,是,square,box,0.78,furniture,9,shape
3,不是,green,chair,0.46,furniture,10,color
3,不是,old,bed,0.83,furniture,11,age
3,不是,dry,watermelon,0.3,food,12,texture
3,不是,short,apple,0.58,food,13,size
3,是,fresh,chair,0.52,furniture,14,age
3,是,big,cheese,0.68,food,15,size
3,不是,plastic,apple,0.48,food,16,material
3,是,new,potato,0.65,food,17,age
3,不是,yellow,couch,0.84,furniture,18,color
3,是,purple,box,0.18,furniture,19,color
3,是,hard,watermelon,0.51,food,20,texture
3,不是,round,tomato,0.64,food,21,shape
3,不是,blue,couch,0.32,furniture,22,color
3,是,bad,tomato,0.52,food,23,quality
3,不是,small,tomato,0.72,food,24,size
3,是,brown,watermelon,0.77,food,25,color
3,是,light,chair,0.13,furniture,26,size
3,是,soft,bed,0.72,furniture,27,texture
3,是,good,watermelon,0.36,food,28,quality
4,不是,red,cheese,0.41,food,3,color
4,不是,old,potato,0.25,food,4,age
4,是,bad,table,0.37,furniture,5,quality
4,不是,short,box,0.68,furniture,6,size
4,不是,rotten,chair,0.26,furniture,7,age
4,不是,dry,bed,0.4,furniture,8,texture
4,是,blue,box,0.1,furniture,9,color
4,是,plastic,cheese,0.64,food,10,material
4,是,hard,bed,0.45,furniture,11,texture
4,是,round,bed,0.76,furniture,12,shape
4,是,small,couch,0.22,furniture,13,size
4,是,fresh,watermelon,0.79,food,14,age
4,是,big,watermelon,0.5,food,15,size
4,不是,new,cheese,0.38,food,16,age
4,是,heavy,box,0.65,furniture,17,size
4,是,good,potato,0.75,food,18,quality
4,是,wooden,watermelon,0.23,food,19,material
4,是,brown,table,0.52,furniture,20,color
4,不是,square,cheese,0.7,food,21,shape
4,是,purple,box,0.15,furniture,22,color
4,不是,soft,tomato,0.27,food,23,texture
4,是,long,tomato,0.44,food,24,size
4,不是,green,box,0.69,furniture,25,color
4,是,metal,cheese,0.12,food,26,material
4,不是,yellow,chair,0.8,furniture,27,color
4,是,light,couch,0.48,furniture,28,size
5,不是,fresh,bed,0.89,furniture,3,age
5,是,small,apple,1,food,4,size
5,是,purple,potato,0,food,5,color
5,不是,big,apple,1,food,6,size
5,是,metal,cheese,0,food,7,material
5,不是,square,cheese,0,food,8,shape
5,是,yellow,couch,0,furniture,9,color
5,是,heavy,box,1,furniture,10,size
5,不是,wooden,tomato,0,food,11,material
5,不是,green,potato,0,food,12,color
5,是,good,watermelon,1,food,13,quality
5,是,red,chair,0.03,furniture,14,color
5,是,old,cheese,1,food,15,age
5,是,blue,potato,0,food,16,color
5,不是,hard,chair,1,furniture,17,texture
5,是,round,watermelon,0,food,18,shape
5,是,new,bed,1,furniture,19,age
5,不是,brown,couch,0,furniture,20,color
5,不是,long,cheese,1,food,21,size
5,是,rotten,couch,1,furniture,22,age
5,是,plastic,box,0,furniture,23,material
5,不是,dry,tomato,1,food,24,texture
5,是,bad,couch,1,furniture,25,quality
5,是,soft,bed,1,furniture,26,texture
5,不是,light,chair,1,furniture,27,size
5,不是,short,potato,1,food,28,size
6,不是,green,potato,0.05,food,3,color
6,是,bad,couch,0.02,furniture,4,quality
6,不是,new,box,0.07,furniture,5,age
6,不是,red,table,0.05,furniture,6,color
6,是,purple,chair,0.02,furniture,7,color
6,是,rotten,couch,0.02,furniture,8,age
6,不是,brown,cheese,0,food,9,color
6,不是,big,table,0.05,furniture,10,size
6,不是,good,watermelon,0.04,food,11,quality
6,是,light,cheese,0.02,food,12,size
6,不是,hard,table,0,furniture,13,texture
6,是,round,table,0.01,furniture,14,shape
6,是,long,apple,0.04,food,15,size
6,是,blue,watermelon,0,food,16,color
6,是,old,apple,0,food,17,age
6,不是,dry,table,0.04,furniture,18,texture
6,是,small,table,0,furniture,19,size
6,是,square,cheese,0,food,20,shape
6,不是,plastic,bed,0,furniture,21,material
6,不是,soft,bed,0.04,furniture,22,texture
6,不是,fresh,watermelon,0.02,food,23,age
6,是,yellow,box,0.01,furniture,24,color
6,是,short,couch,0,furniture,25,size
6,不是,wooden,table,0,furniture,26,material
6,不是,heavy,couch,0.03,furniture,27,size
6,不是,metal,bed,0.04,furniture,28,material
7,是,green,couch,0,furniture,3,color
7,是,old,potato,0.01,food,4,age
7,是,fresh,couch,0.02,furniture,5,age
7,不是,good,bed,0.98,furniture,6,quality
7,不是,new,couch,0.97,furniture,7,age
7,是,round,box,0.97,furniture,8,shape
7,是,plastic,table,0.96,furniture,9,material
7,是,short,bed,0.97,furniture,10,size
7,是,long,chair,1,furniture,11,size
7,不是,hard,box,1,furniture,12,texture
7,是,dry,box,1,furniture,13,texture
7,是,bad,chair,1,furniture,14,quality
7,是,metal,cheese,0.97,food,15,material
7,不是,small,apple,1,food,16,size
7,不是,light,bed,1,furniture,17,size
7,是,purple,chair,1,furniture,18,color
7,不是,wooden,bed,1,furniture,19,material
7,是,yellow,cheese,0.96,food,20,color
7,不是,soft,cheese,0.96,food,21,texture
7,不是,blue,bed,0.97,furniture,22,color
7,是,big,potato,0.91,food,23,size
7,是,heavy,bed,0.94,furniture,24,size
7,是,rotten,apple,0.9,food,25,age
7,是,red,potato,0.88,food,26,color
7,不是,square,chair,0.94,furniture,27,shape
7,是,brown,box,0.95,furniture,28,color
