workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,是,heavy,couch,0.02,furniture,3,size
0,不是,bad,potato,0,food,4,quality
0,不是,red,cheese,0.03,food,5,color
0,不是,plastic,bed,0.01,furniture,6,material
0,是,big,cheese,0.01,food,7,size
0,不是,fresh,cheese,0,food,8,age
0,是,purple,bed,0.06,furniture,9,color
0,是,old,potato,0.01,food,10,age
0,不是,round,chair,0.02,furniture,11,shape
0,是,brown,potato,0.04,food,12,color
0,是,yellow,cheese,0.01,food,13,color
0,是,wooden,cheese,0.04,food,14,material
0,是,dry,box,0.01,furniture,15,texture
0,不是,long,chair,0,furniture,16,size
0,是,green,chair,0.02,furniture,17,color
0,是,small,potato,0.03,food,18,size
0,是,short,table,0.02,furniture,19,size
0,是,new,box,0.03,furniture,20,age
0,不是,light,chair,0.05,furniture,21,size
0,不是,metal,chair,0.02,furniture,22,material
0,是,rotten,apple,0.03,food,23,age
0,不是,soft,potato,0.02,food,24,texture
0,不是,square,chair,0.03,furniture,25,shape
0,不是,blue,potato,0.02,food,26,color
0,不是,hard,watermelon,0.02,food,27,texture
0,不是,good,chair,0.02,furniture,28,quality
1,是,heavy,bed,0.96,furniture,3,size
1,是,small,bed,0.97,furniture,4,size
1,是,dry,chair,0.96,furniture,5,texture
1,不是,brown,table,0.99,furniture,6,color
1,不是,good,couch,0.96,furniture,7,quality
1,不是,short,watermelon,0.99,food,8,size
1,是,fresh,tomato,0.97,food,9,age
1,不是,square,potato,0.96,food,10,shape
1,不是,bad,table,0.02,furniture,11,quality
1,是,red,chair,0.99,furniture,12,color
1,不是,long,tomato,0.03,food,13,size
1,是,soft,potato,0.98,food,14,texture
1,不是,plastic,bed,0.05,furniture,15,material
1,是,blue,cheese,0.96,food,16,color
1,是,green,chair,0.99,furniture,17,color
1,不是,wooden,box,0.03,furniture,18,material
1,不是,light,bed,0.98,furniture,19,size
1,不是,old,bed,0.04,furniture,20,age
1,不是,big,potato,0.96,food,21,size
1,不是,hard,watermelon,0.96,food,22,texture
1,是,round,box,0.03,furniture,23,shape
1,是,rotten,box,0.04,furniture,24,age
1,是,purple,cheese,0.97,food,25,color
1,是,yellow,chair,0.95,furniture,26,color
1,是,new,cheese,0.07,food,27,age
1,不是,metal,apple,0.98,food,28,material
2,不是,soft,couch,0.88,furniture,3,texture
2,是,good,chair,1,furniture,4,quality
2,不是,dry,apple,0.03,food,5,texture
2,不是,square,couch,0,furniture,6,shape
2,不是,bad,apple,1,food,7,quality
2,不是,light,potato,1,food,8,size
2,是,red,table,0,furniture,9,color
2,不是,short,bed,0.03,furniture,10,size
2,不是,round,table,0.89,furniture,11,shape
2,不是,hard,table,1,furniture,12,texture
2,是,long,chair,1,furniture,13,size
2,是,new,box,0.98,furniture,14,age
2,不是,blue,tomato,0,food,15,color
2,不是,wooden,potato,0.12,food,16,material
2,不是,big,table,0.86,furniture,17,size
2,不是,fresh,potato,0.97,food,18,age
2,是,metal,watermelon,0.95,food,19,material
2,是,green,couch,0.93,furniture,20,color
2,是,purple,potato,0.11,food,21,color
2,是,plastic,chair,1,furniture,22,material
2,是,small,watermelon,1,food,23,size
2,是,brown,tomato,0.02,food,24,color
2,是,yellow,apple,0.81,food,25,color
2,不是,heavy,tomato,0,food,26,size
2,是,rotten,watermelon,0,food,27,age
2,是,old,potato,1,food,28,age
3,不是,metal,apple,0.5,food,3,material
3,不是,new,cheese,0.77,food,4,age
3,不是,big,apple,0.67,food,5,size
3,是,brown,bed,0.24,furniture,6,color
3,是,long,box,0.08,furniture,7,size
3,不是,fresh,potato,0.79,food,8,age
3,不是,round,box,0.1,furniture,9,shape
3,是,good,couch,0.04,furniture,10,quality
3,是,soft,apple,0.95,food,11,texture
